OrderID,CustomerID,CustomerName,Email,DateOfBirth,OrderDate,ProductCategory,Price,Quantity,PaymentMethod
ORD10427,CUST1077,Anna Ahmed,anna.ahmed@example.com,24-Aug-1958,02-Mar-2024,ELECTRONICS,21.05,2,Debit Card
ORD10106,CUST1106,Fatima Wang,fatima.wang@example.com,07-18-1981,07-14-2024,Electronics,62.12,4,PayPal
ORD10374,CUST1024,Aisha Smith,aisha.smith@example.com,14/07/1997,2025-02-03,Beauty,78.78,1,Debit Card
ORD10409,CUST1059,Olga Wang,olga.wang@example.com,07-Nov-1994,10-Feb-2024,Home & Kitchen,53.61,4,PayPal
ORD10499,CUST1149,Wei Ivanov,wei.ivanov@example.com,09/08/1996,11-10-2024,Beauty,23.73,3,
ORD10448,CUST1098,Sara Kumar,sara.kumar@example.com,22-Jan-1998,03-09-2024,Book,21.8,3,Cash
ORD10231,CUST1231,Priya Ivanov,priya.ivanov@example.com,04/06/2003,12/08/2024,Clothing,28.09,3,Debit Card
ORD10435,CUST1085,Aisha Chen,aisha.chen@example.com,2003-04-07,19/02/2024,Home & Kitchen,95.07,2,Cash
ORD10071,CUST1071,John Chen,john.chen@example.com,13/04/1991,30/05/2024,clothing ,60.84,3,Cash
ORD10326,CUST1326,Carlos Khan,carlos.khan@example.com,10-23-1996,25-Mar-2024,books,,3,Debit Card
ORD10258,CUST1258,Emma Kumar,emma.kumar@example.com,06-20-1955,2024-02-24,Book,28.77,3,Credit Card
ORD10286,CUST1286,Tom Ahmed,tom.ahmed@example.com,01-13-1979,2024-02-27,beauty products,5.0,1,Cash
ORD10039,CUST1039,Anna Sato,anna.sato@example.com,20-Oct-1984,13/01/2024,Electronic,10.15,1,Cash
ORD10151,CUST1151,Olga Garcia,olga.garcia@example.com,10-Oct-1982,2024-10-31,Clothes,57.51,5,Credit Card
ORD10352,CUST1002,Priya Khan,priya.khan@example.com,17-Jan-1972,18/06/2024,beauty products,94.26,5,PayPal
ORD10494,CUST1144,Li Davis,li.davis@example.com,03/08/1972,09-Aug-2024,Sports & Outdoors,24.16,1,Debit Card
ORD10164,CUST1164,Li Garcia,li.garcia@example.com,02-21-1955,29-May-2024,Electronic,25.38,2,Credit Card
ORD10168,CUST1168,Maria Patel,maria.patel@example.com,06/12/1958,30/05/2024,Clothing,106.9,3,UPI
ORD10492,CUST1142,Sara Wilson,sara.wilson@example.com,30/10/1987,11-09-2024,sports,94.4,4,PayPal
ORD10207,CUST1207,Olga Kumar,olga.kumar@example.com,1981-01-21,30/01/2025,clothing ,65.45,1,PayPal
ORD10245,CUST1245,John Sato,john.sato@example.com,05/02/1961,11/03/2024,Electronics,13.99,4,PayPal
ORD10189,CUST1189,Yusuf Garcia,yusuf.garcia@example.com,26-Dec-1985,06-09-2024,Sports & Outdoors,24.6,5,UPI
ORD10442,CUST1092,Tom Garcia,tom.garcia@example.com,14-Jun-1955,2024-03-04,beauty products,49.02,1,PayPal
ORD10486,CUST1136,Mohammed Wang,mohammed.wang@example.com,23/10/1978,11/01/2025,Electronic,7.33,2,UPI
ORD10146,CUST1146,Raj Brown,raj.brown@example.com,28-Jun-2000,2024-02-09,Book,73.45,1,Cash
ORD10278,CUST1278,Mohammed Silva,mohammed.silva@example.com,17/02/1964,2025-01-20,home kitchen,31.99,4,Credit Card
ORD10438,CUST1088,Olga Rossi,olga.rossi@example.com,11-06-1993,18-Nov-2024,Electronics,8.6,1,UPI
ORD10407,CUST1057,Raj Ivanov,raj.ivanov@example.com,17/01/1956,2024-03-17,Sports,,4,Debit Card
ORD10356,CUST1006,Tom Ivanov,tom.ivanov@example.com,03-22-1989,04-04-2024,Beauty,19.92,3,Cash
ORD10371,CUST1021,Sara Kumar,sara.kumar@example.com,1966-02-11,25-Aug-2024,Electronic,50.74,5,Cash
ORD10489,CUST1139,Olga Wang,olga.wang@example.com,10-Nov-1959,19/01/2025,sports,100.61,1,UPI
ORD10308,CUST1308,David Ahmed,david.ahmed@example.com,,27-Jan-2025,Home & Kitchen,32.25,5,UPI
ORD10287,CUST1287,Tom Ali,tom.ali@example.com,03-17-1977,2024-08-05,Clothing,45.45,3,Credit Card
ORD10402,CUST1052,Sara Chen,sara.chen@example.com,1971-05-29,07-09-2024,Home and Kitchen,32.02,4,PayPal
ORD10176,CUST1176,Carlos Ahmed,carlos.ahmed@example.com,03-16-1983,06-Jul-2024,Electronic,74.82,1,Debit Card
ORD10425,CUST1075,Emma Davis,emma.davis@example.com,,2024-01-28,Book,69.36,3,UPI
ORD10367,CUST1017,David Brown,david.brown@example.com,24/10/1963,23-May-2024,Sports & Outdoors,56.72,4,PayPal
ORD10230,CUST1230,John Wang,john.wang@example.com,1964-01-20,2024-04-15,Book,70.39,1,Debit Card
ORD10284,CUST1284,Aisha Wilson,,15-Apr-1992,28-Jul-2024,sports,12.87,5,Credit Card
ORD10229,CUST1229,Maria Kumar,maria.kumar@example.com,1971-11-29,03-20-2024,Clothing,28.54,4,UPI
ORD10101,CUST1101,Fatima Khan,fatima.khan@example.com,1981-11-12,15/08/2024,Clothing,7.54,1,PayPal
ORD10412,CUST1062,Li Rossi,li.rossi@example.com,05-Aug-1987,18-Jun-2024,Books,16.26,2,Credit Card
ORD10054,CUST1054,Li Silva,li.silva@example.com,2003-06-17,06-20-2024,Sports & Outdoors,68.35,4,Debit Card
ORD10228,CUST1228,John Smith,john.smith@example.com,05-Nov-2003,01-Jun-2024,beauty products,17.67,2,Debit Card
ORD10480,CUST1130,Yusuf Ali,yusuf.ali@example.com,06-02-1955,20-Aug-2024,Beauty,83.59,1,UPI
ORD10496,CUST1146,Olga Khan,olga.khan@example.com,21/05/1960,19/12/2024,ELECTRONICS,66.17,1,Cash
ORD10155,CUST1155,Maria Patel,maria.patel@example.com,23-Apr-1976,07-29-2024,clothing ,58.79,4,Debit Card
ORD10252,CUST1252,Nina Wilson,nina.wilson@example.com,09-02-1961,2024-05-18,beauty products,77.54,1,Debit Card
ORD10276,CUST1276,Aisha Müller,aisha.müller@example.com,10-Sep-1984,09/10/2024,Book,63.86,4,Debit Card
ORD10159,CUST1159,Kenji Chen,kenji.chen@example.com,1986-05-13,23-Apr-2024,books,14.26,5,PayPal
ORD10272,CUST1272,Nina Wang,nina.wang@example.com,02-Feb-1990,08-16-2024,Beauty ,6.92,2,PayPal
ORD10045,CUST1045,Emma Khan,emma.khan@example.com,06-30-2000,01-03-2025,books,5.64,3,UPI
ORD10498,CUST1148,Yusuf Ali,yusuf.ali@example.com,07-14-1980,22/10/2024,Clothes,44.29,4,Cash
ORD10114,CUST1114,Fatima Garcia,fatima.garcia@example.com,22-Apr-1982,2024-01-24,Books,123.9,5,Debit Card
ORD10324,CUST1324,Wei Kim,wei.kim@example.com,09/01/1994,2024-10-17,Electronic,112.77,3,Cash
ORD10212,CUST1212,Li Davis,li.davis@example.com,15-Sep-1970,2025-01-13,Beauty,84.07,1,Cash
ORD10109,CUST1109,Raj Garcia,raj.garcia@example.com,23-Apr-1984,02-16-2024,Beauty,57.73,5,PayPal
ORD10170,CUST1170,Sara Khan,sara.khan@example.com,20-Nov-1990,07-Jul-2024,Home and Kitchen,,2,Cash
ORD10080,CUST1080,Nina Hassan,nina.hassan@example.com,22/08/1973,2024-01-31,ELECTRONICS,5.0,2,Debit Card
ORD10487,CUST1137,Raj Garcia,raj.garcia@example.com,1965-10-03,2025-02-02,sports,30.6,5,Credit Card
ORD10085,CUST1085,Tom Wilson,tom.wilson@example.com,30-Jul-1958,2024-08-12,Clothes,25.75,1,Credit Card
ORD10009,CUST1009,Emma Patel,emma.patel@example.com,20-Apr-1983,2024-04-27,ELECTRONICS,35.92,5,PayPal
ORD10033,CUST1033,Yusuf Ahmed,yusuf.ahmed@example.com,17/04/1964,01-05-2024,ELECTRONICS,49.6,1,UPI
ORD10100,CUST1100,Emma Wilson,emma.wilson@example.com,20/02/1961,2024-10-04,clothing ,42.96,1,Cash
ORD10446,CUST1096,David Hassan,david.hassan@example.com,06-Jul-1983,05/02/2024,Book,70.09,3,UPI
ORD10421,CUST1071,Raj Davis,raj.davis@example.com,11-24-2002,02-Sep-2024,books,111.82,5,Credit Card
ORD10223,CUST1223,James Chen,james.chen@example.com,29-Dec-1959,18-Sep-2024,Sports & Outdoors,70.59,4,UPI
ORD10029,CUST1029,Olga Khan,olga.khan@example.com,1958-07-26,18/10/2024,books,31.98,5,
ORD10288,CUST1288,Maria Khan,maria.khan@example.com,10-30-1973,01/02/2025,books,67.65,2,Debit Card
ORD10378,CUST1028,Sara Silva,sara.silva@example.com,25/11/1971,12-01-2024,Sports,55.5,1,UPI
ORD10056,CUST1056,Nina Smith,nina.smith@example.com,1997-10-16,26-Jan-2025,home kitchen,77.94,4,Cash
ORD10490,CUST1140,Raj Ivanov,raj.ivanov@example.com,1996-01-07,17/12/2024,Sports,76.45,1,Credit Card
ORD10488,CUST1138,James Kumar,james.kumar@example.com,03-04-1999,11-13-2024,sports,17.55,5,PayPal
ORD10420,CUST1070,Yusuf Brown,yusuf.brown@example.com,26/11/1966,12-17-2024,Sports,52.03,3,Credit Card
ORD10049,CUST1049,John Patel,john.patel@example.com,14-Jul-1961,05-May-2024,books,60.31,5,Debit Card
ORD10423,CUST1073,Sara Garcia,sara.garcia@example.com,1973-04-20,02-01-2024,home kitchen,42.53,1,UPI
ORD10362,CUST1012,Sara Johnson,sara.johnson@example.com,22-Oct-1962,2025-01-07,beauty products,95.98,3,PayPal
ORD10034,CUST1034,Carlos Silva,carlos.silva@example.com,05/10/1985,24/05/2024,ELECTRONICS,18.27,3,
ORD10036,CUST1036,Maria Davis,maria.davis@example.com,2005-04-27,27-Dec-2024,Books,13.37,2,UPI
ORD10064,CUST1064,Olga Ivanov,olga.ivanov@example.com,26/10/1961,01/01/2025,Books,14.11,3,UPI
ORD10408,CUST1058,Wei Wilson,wei.wilson@example.com,09-07-1984,13/06/2024,Clothing,45.73,5,Cash
ORD10313,CUST1313,John Johnson,john.johnson@example.com,2001-12-30,08-07-2024,ELECTRONICS,74.76,5,Credit Card
ORD10235,CUST1235,Li Wang,li.wang@example.com,1996-07-16,02/06/2024,beauty products,114.32,4,UPI
ORD10264,CUST1264,Emma Hassan,emma.hassan@example.com,06-30-1994,07-13-2024,books,19.27,5,Debit Card
ORD10046,CUST1046,Carlos Ali,carlos.ali@example.com,08-12-1970,03-Aug-2024,Home and Kitchen,28.4,1,PayPal
ORD10304,CUST1304,David Smith,david.smith@example.com,07/06/1973,12-03-2024,Home and Kitchen,68.31,1,Debit Card
ORD10178,CUST1178,James Ali,james.ali@example.com,23-Aug-1961,03/03/2024,Beauty,93.61,4,Credit Card
ORD10220,CUST1220,James Garcia,james.garcia@example.com,22-Apr-1992,08-20-2024,beauty products,52.46,2,Debit Card
ORD10385,CUST1035,Carlos Garcia,carlos.garcia@example.com,17-Sep-1991,04-12-2024,Sports & Outdoors,27.23,2,Credit Card
ORD10297,CUST1297,Raj Silva,raj.silva@example.com,,02-12-2024,Home and Kitchen,76.99,2,Cash
ORD10022,CUST1022,Kenji Ali,kenji.ali@example.com,09-02-1993,2024-02-18,books,43.23,1,Credit Card
ORD10249,CUST1249,Olga Chen,olga.chen@example.com,06/03/1996,10-Jul-2024,Electronic,102.96,1,Credit Card
ORD10310,CUST1310,Wei Brown,wei.brown@example.com,1976-05-29,23-Dec-2024,Electronic,43.93,4,Credit Card
ORD10200,CUST1200,Fatima Sato,fatima.sato@example.com,23-May-1957,10-25-2024,ELECTRONICS,15.71,5,UPI
ORD10138,CUST1138,Anna Garcia,anna.garcia@example.com,11-18-1999,13/07/2024,Home & Kitchen,40.34,1,Cash
ORD10025,CUST1025,Priya Davis,priya.davis@example.com,16/03/1976,2024-01-08,books,33.67,2,Cash
ORD10185,CUST1185,Wei Silva,wei.silva@example.com,03-25-1966,04-10-2024,beauty products,43.3,2,UPI
ORD10206,CUST1206,Mohammed Wilson,mohammed.wilson@example.com,04-17-1986,11-Jun-2024,clothing ,21.87,5,Cash
ORD10135,CUST1135,Yusuf Rossi,yusuf.rossi@example.com,,07-31-2024,home kitchen,22.42,3,UPI
ORD10300,CUST1300,Wei Khan,wei.khan@example.com,12-23-1987,02-22-2024,Sports & Outdoors,68.89,2,Debit Card
ORD10117,CUST1117,Raj Davis,raj.davis@example.com,07-Jun-1960,11-26-2024,ELECTRONICS,48.96,1,Cash
ORD10213,CUST1213,James Müller,james.müller@example.com,1958-05-12,01-18-2025,clothing ,78.62,1,PayPal
ORD10466,CUST1116,Fatima Chen,fatima.chen@example.com,2003-05-20,03/09/2024,books,43.37,3,Credit Card
ORD10440,CUST1090,Wei Brown,wei.brown@example.com,21-Mar-1989,26-Jan-2025,Electronics,48.33,5,Debit Card
ORD10359,CUST1009,James Kim,james.kim@example.com,1981-10-23,30-Apr-2024,Home and Kitchen,59.68,1,UPI
ORD10232,CUST1232,Nina Johnson,nina.johnson@example.com,04-02-1976,10-22-2024,Sports & Outdoors,56.49,5,Debit Card
ORD10218,CUST1218,David Kim,david.kim@example.com,06-19-1978,2025-01-05,Electronic,42.9,1,Cash
ORD10057,CUST1057,Tom Davis,tom.davis@example.com,,04/11/2024,ELECTRONICS,24.82,1,
ORD10475,CUST1125,Wei Chen,wei.chen@example.com,1988-04-08,14/05/2024,Clothing,99.35,4,UPI
ORD10405,CUST1055,James Khan,james.khan@example.com,1959-02-15,29-Jul-2024,ELECTRONICS,36.5,1,UPI
ORD10377,CUST1027,Yusuf Hassan,yusuf.hassan@example.com,12-Sep-1964,05-24-2024,Home & Kitchen,76.17,3,PayPal
ORD10375,CUST1025,Sara Hassan,sara.hassan@example.com,08-Jan-1993,06-05-2024,home kitchen,114.6,2,Cash
ORD10341,CUST1341,Li Smith,li.smith@example.com,01-23-1955,26-Sep-2024,electronics,25.33,3,Debit Card
ORD10182,CUST1182,Kenji Sato,kenji.sato@example.com,03-30-1966,2024-10-21,Home & Kitchen,24.29,5,PayPal
ORD10098,CUST1098,Nina Johnson,nina.johnson@example.com,12-Dec-1963,21-Feb-2024,Electronics,57.83,4,Debit Card
ORD10115,CUST1115,Olga Rossi,olga.rossi@example.com,11-Nov-1968,08-Jul-2024,Books,44.23,5,Cash
ORD10279,CUST1279,Sara Wilson,,12-Nov-1989,09-27-2024,Beauty ,52.09,3,Cash
ORD10119,CUST1119,Wei Davis,wei.davis@example.com,11-26-1975,16/04/2024,Sports & Outdoors,84.28,5,Credit Card
ORD10386,CUST1036,James Johnson,james.johnson@example.com,1983-02-12,19/11/2024,Electronics,54.51,2,Debit Card
ORD10171,CUST1171,James Kumar,james.kumar@example.com,31-May-1962,09-22-2024,Home & Kitchen,23.31,2,UPI
ORD10443,CUST1093,Mohammed Kumar,mohammed.kumar@example.com,25/12/2000,18-Apr-2024,Beauty,5.0,5,
ORD10055,CUST1055,Mohammed Chen,mohammed.chen@example.com,,31-Jul-2024,books,80.93,4,Cash
ORD10177,CUST1177,James Ahmed,james.ahmed@example.com,06-26-1978,2024-07-17,Book,50.39,5,PayPal
ORD10328,CUST1328,Priya Ali,priya.ali@example.com,08/03/1963,16/06/2024,home kitchen,73.75,1,PayPal
ORD10195,CUST1195,Olga Patel,olga.patel@example.com,07-11-1987,18/10/2024,Home & Kitchen,55.2,4,UPI
ORD10199,CUST1199,Nina Johnson,nina.johnson@example.com,07-02-2005,16-Sep-2024,sports,51.75,3,PayPal
ORD10364,CUST1014,Fatima Khan,fatima.khan@example.com,08-31-1980,2024-10-15,books,62.05,4,
ORD10481,CUST1131,Wei Ahmed,wei.ahmed@example.com,07-01-1965,05-30-2024,beauty products,,5,PayPal
ORD10183,CUST1183,Carlos Davis,carlos.davis@example.com,30-Jul-1966,23/11/2024,Sports,17.87,1,Credit Card
ORD10418,CUST1068,Emma Ahmed,emma.ahmed@example.com,04-09-1977,15-Jul-2024,Home and Kitchen,53.47,3,Cash
ORD10355,CUST1005,Anna Brown,anna.brown@example.com,05-12-1965,11-Feb-2024,Home and Kitchen,49.43,3,Credit Card
ORD10104,CUST1104,Maria Silva,maria.silva@example.com,09-27-1996,2024-12-07,beauty products,25.93,4,PayPal
ORD10221,CUST1221,Yusuf Chen,yusuf.chen@example.com,05-21-2002,26-Sep-2024,Home & Kitchen,119.44,1,Credit Card
ORD10131,CUST1131,Sara Kim,sara.kim@example.com,2005-04-29,25-Apr-2024,ELECTRONICS,5.0,3,PayPal
ORD10354,CUST1004,Priya Kumar,priya.kumar@example.com,11-11-1962,02-Jan-2024,sports,45.2,1,Debit Card
ORD10339,CUST1339,Anna Müller,anna.müller@example.com,1987-03-10,05-01-2024,home kitchen,62.39,5,Debit Card
ORD10445,CUST1095,Fatima Ali,fatima.ali@example.com,09-06-1984,06-Jan-2025,Sports & Outdoors,10.87,2,Credit Card
ORD10061,CUST1061,John Davis,,1975-02-12,01-27-2024,Clothing,35.62,2,
ORD10095,CUST1095,David Kim,david.kim@example.com,01-May-1968,23-Oct-2024,beauty products,38.24,3,UPI
ORD10194,CUST1194,Tom Smith,tom.smith@example.com,01-06-1967,25-Feb-2024,home kitchen,12.63,3,
ORD10141,CUST1141,Nina Ivanov,nina.ivanov@example.com,07-04-1990,2024-09-25,Clothes,56.82,2,Credit Card
ORD10149,CUST1149,Raj Brown,raj.brown@example.com,1985-05-10,17-Jul-2024,Clothes,65.66,1,UPI
ORD10203,CUST1203,Aisha Hassan,aisha.hassan@example.com,22/05/1967,2024-08-29,beauty products,82.49,4,UPI
ORD10153,CUST1153,Mohammed Wang,mohammed.wang@example.com,12-03-1961,11/03/2024,Books,29.6,5,UPI
ORD10338,CUST1338,Anna Khan,anna.khan@example.com,1978-11-29,06/05/2024,Electronic,40.36,4,PayPal
ORD10417,CUST1067,Nina Wilson,nina.wilson@example.com,31/07/1970,17/09/2024,Books,96.53,5,UPI
ORD10011,CUST1011,Sara Kim,sara.kim@example.com,23/06/1987,07-Aug-2024,Sports & Outdoors,36.1,1,Credit Card
ORD10270,CUST1270,Yusuf Chen,yusuf.chen@example.com,06/11/1986,25/02/2024,Clothing,53.92,4,PayPal
ORD10097,CUST1097,Emma Wilson,emma.wilson@example.com,21/08/1989,27-Dec-2024,sports,58.88,2,UPI
ORD10211,CUST1211,James Wilson,james.wilson@example.com,10-08-1980,29/11/2024,clothing ,67.13,1,UPI
ORD10241,CUST1241,Fatima Wilson,fatima.wilson@example.com,03-23-1973,01-24-2025,Clothes,26.22,5,Debit Card
ORD10058,CUST1058,Emma Ivanov,emma.ivanov@example.com,06/12/1996,05/01/2025,beauty products,40.72,4,UPI
ORD10302,CUST1302,Yusuf Rossi,yusuf.rossi@example.com,06/01/1964,2024-04-21,Books,33.19,4,PayPal
ORD10437,CUST1087,Wei Chen,wei.chen@example.com,1977-08-07,28/01/2024,Beauty ,98.86,3,Cash
ORD10360,CUST1010,Nina Ahmed,nina.ahmed@example.com,16-Oct-1965,19/10/2024,Beauty,25.18,2,Debit Card
ORD10037,CUST1037,Priya Kumar,priya.kumar@example.com,23/07/1993,25/10/2024,Clothing,56.27,1,PayPal
ORD10071,CUST1071,John Chen,john.chen@example.com,13/04/1991,30/05/2024,clothing ,60.84,3,Cash
ORD10021,CUST1021,Li Silva,li.silva@example.com,22/03/1974,08-Dec-2024,Beauty ,93.97,2,Cash
ORD10451,CUST1101,James Garcia,james.garcia@example.com,01-13-1975,06-Jul-2024,Sports & Outdoors,48.12,5,Credit Card
ORD10333,CUST1333,Anna Kumar,anna.kumar@example.com,09-02-1979,19/04/2024,Book,52.27,1,UPI
ORD10076,CUST1076,Fatima Smith,fatima.smith@example.com,10-Feb-1997,10-20-2024,Book,74.66,1,PayPal
ORD10201,CUST1201,Li Patel,li.patel@example.com,19-Apr-1970,25-Oct-2024,Sports & Outdoors,60.73,2,Credit Card
ORD10078,CUST1078,Carlos Kim,carlos.kim@example.com,,2024-06-04,beauty products,41.03,5,UPI
ORD10264,CUST1264,Emma Hassan,emma.hassan@example.com,06-30-1994,07-13-2024,books,19.27,5,Debit Card
ORD10492,CUST1142,Sara Wilson,sara.wilson@example.com,30/10/1987,11-09-2024,sports,94.4,4,PayPal
ORD10150,CUST1150,Olga Brown,olga.brown@example.com,1984-11-27,09/05/2024,Beauty ,58.91,3,PayPal
ORD10450,CUST1100,John Ahmed,john.ahmed@example.com,07/05/1991,2024-11-19,Clothing,18.22,5,UPI
ORD10003,CUST1003,Mohammed Davis,mohammed.davis@example.com,04-20-1995,02/08/2024,Electronics,69.43,2,Cash
ORD10053,CUST1053,Maria Silva,maria.silva@example.com,17-Nov-1979,19/01/2025,Electronic,,1,PayPal
ORD10263,CUST1263,Sara Wang,sara.wang@example.com,17-Jul-1972,04-Jan-2025,Books,5.0,1,Cash
ORD10254,CUST1254,Olga Davis,olga.davis@example.com,1967-07-22,18-Jun-2024,Sports,80.97,3,Credit Card
ORD10471,CUST1121,Raj Hassan,raj.hassan@example.com,10-Apr-1973,21-May-2024,beauty products,,4,Debit Card
ORD10260,CUST1260,Wei Hassan,wei.hassan@example.com,1989-07-24,11-02-2024,clothing ,73.24,1,UPI
ORD10334,CUST1334,Yusuf Hassan,yusuf.hassan@example.com,04-Oct-1999,05-05-2024,beauty products,29.69,1,PayPal
ORD10370,CUST1020,John Müller,john.müller@example.com,03/03/1960,08/04/2024,Clothing,26.81,3,Debit Card
ORD10322,CUST1322,Mohammed Ahmed,mohammed.ahmed@example.com,1999-02-21,01-May-2024,Sports & Outdoors,67.85,1,Credit Card
ORD10184,CUST1184,Aisha Garcia,aisha.garcia@example.com,07-13-1969,04/06/2024,Electronic,64.47,5,PayPal
ORD10152,CUST1152,Kenji Ahmed,kenji.ahmed@example.com,07-13-1987,2024-07-04,Beauty,60.39,3,Cash
ORD10467,CUST1117,Aisha Sato,aisha.sato@example.com,03-15-1989,27-Apr-2024,Beauty ,68.43,5,Credit Card
ORD10303,CUST1303,Kenji Johnson,kenji.johnson@example.com,1979-11-06,12/03/2024,Electronic,72.42,5,UPI
ORD10191,CUST1191,David Ivanov,david.ivanov@example.com,10/04/1977,11-Nov-2024,Clothes,36.6,3,Debit Card
ORD10075,CUST1075,John Davis,john.davis@example.com,1959-01-31,03-05-2024,beauty products,5.0,2,Cash
ORD10349,CUST1349,Raj Davis,raj.davis@example.com,06/01/1998,2024-07-11,Beauty,28.45,1,PayPal
ORD10244,CUST1244,Carlos Davis,carlos.davis@example.com,2003-08-21,07/09/2024,Sports,75.97,1,Credit Card
ORD10500,CUST1150,Yusuf Kim,yusuf.kim@example.com,05/02/1962,2024-07-26,Clothes,8.52,3,PayPal
ORD10088,CUST1088,Anna Johnson,anna.johnson@example.com,09-Nov-1980,29-Jul-2024,beauty products,59.86,1,PayPal
ORD10240,CUST1240,David Ivanov,david.ivanov@example.com,09-02-1982,08-26-2024,home kitchen,75.57,4,Cash
ORD10144,CUST1144,Maria Kim,maria.kim@example.com,13/05/1983,11-25-2024,Book,55.54,4,PayPal
ORD10429,CUST1079,Priya Hassan,priya.hassan@example.com,01-04-1999,12-04-2024,Home & Kitchen,81.75,3,UPI
ORD10267,CUST1267,Fatima Kim,fatima.kim@example.com,2004-05-08,12/04/2024,Book,98.97,2,Cash
ORD10419,CUST1069,Carlos Garcia,carlos.garcia@example.com,02-23-2004,07-30-2024,beauty products,85.38,2,Debit Card
ORD10289,CUST1289,Mohammed Patel,mohammed.patel@example.com,10-02-2002,10-18-2024,beauty products,58.43,3,PayPal
ORD10137,CUST1137,Mohammed Brown,mohammed.brown@example.com,12-03-1977,18/04/2024,Clothes,26.5,4,Cash
ORD10167,CUST1167,Priya Kumar,priya.kumar@example.com,16-Sep-1970,10-06-2024,sports,74.66,2,Credit Card
ORD10084,CUST1084,Yusuf Kim,yusuf.kim@example.com,26-Feb-1966,27-May-2024,clothing ,34.45,3,UPI
ORD10458,CUST1108,Aisha Garcia,aisha.garcia@example.com,1975-08-20,13/08/2024,Sports,18.94,2,Debit Card
ORD10422,CUST1072,John Ivanov,john.ivanov@example.com,29/01/1960,2024-03-15,ELECTRONICS,102.66,2,PayPal
ORD10156,CUST1156,Tom Wang,tom.wang@example.com,05-28-1972,07-Jun-2024,Beauty ,28.57,4,PayPal
ORD10357,CUST1007,Maria Silva,maria.silva@example.com,2005-08-15,04-25-2024,Sports & Outdoors,49.44,1,Credit Card
ORD10382,CUST1032,Anna Johnson,anna.johnson@example.com,12-09-1974,2024-12-01,Electronic,32.02,3,Cash
ORD10280,CUST1280,Yusuf Müller,yusuf.müller@example.com,09/08/1962,12-10-2024,Clothes,38.44,3,Credit Card
ORD10127,CUST1127,Kenji Johnson,kenji.johnson@example.com,31/07/1988,12-06-2024,sports,20.28,1,Credit Card
ORD10196,CUST1196,Sara Hassan,sara.hassan@example.com,1966-07-18,2024-12-14,Home and Kitchen,61.56,3,UPI
ORD10266,CUST1266,James Kim,james.kim@example.com,27-Mar-1984,04/02/2025,ELECTRONICS,12.57,4,PayPal
ORD10474,CUST1124,Yusuf Patel,yusuf.patel@example.com,1955-06-23,23-Mar-2024,Sports & Outdoors,91.01,5,Cash
ORD10105,CUST1105,Nina Brown,nina.brown@example.com,09-Jun-1977,23-Nov-2024,clothing ,45.16,4,Cash
ORD10154,CUST1154,Priya Johnson,priya.johnson@example.com,18/10/1988,27/01/2025,Beauty,56.97,5,Debit Card
ORD10283,CUST1283,Maria Hassan,maria.hassan@example.com,11-Nov-1955,01-28-2024,Sports & Outdoors,97.58,4,UPI
ORD10392,CUST1042,John Wang,john.wang@example.com,1973-12-12,24/04/2024,Beauty ,64.76,1,PayPal
ORD10227,CUST1227,Wei Davis,,23/08/1965,03-09-2024,beauty products,51.93,2,Debit Card
ORD10368,CUST1018,Sara Sato,sara.sato@example.com,11-Nov-1971,2024-11-05,electronics,50.38,4,Cash
ORD10026,CUST1026,Priya Müller,priya.müller@example.com,01-10-1990,2024-07-13,Book,53.33,5,Cash
ORD10197,CUST1197,Raj Garcia,raj.garcia@example.com,1999-11-12,11-Apr-2024,Clothing,23.48,3,Cash
ORD10065,CUST1065,Fatima Kim,fatima.kim@example.com,24-Feb-1986,2025-02-04,home kitchen,74.38,3,Credit Card
ORD10016,CUST1016,David Wang,,2005-11-25,30/01/2024,Home & Kitchen,33.13,1,UPI
ORD10298,CUST1298,Wei Khan,wei.khan@example.com,1997-10-11,01/01/2024,Sports & Outdoors,59.22,5,Cash
ORD10372,CUST1022,Anna Wilson,anna.wilson@example.com,19/11/1985,10-27-2024,ELECTRONICS,64.94,1,PayPal
ORD10110,CUST1110,Aisha Ahmed,aisha.ahmed@example.com,20-Jan-1978,19/05/2024,clothing ,47.77,3,Credit Card
ORD10337,CUST1337,Yusuf Wang,yusuf.wang@example.com,03-Apr-1960,01-16-2024,Sports,25.24,5,Debit Card
ORD10309,CUST1309,Carlos Silva,carlos.silva@example.com,02/02/1962,02-12-2024,Sports & Outdoors,66.41,4,UPI
ORD10027,CUST1027,Carlos Ali,carlos.ali@example.com,1960-03-31,31/05/2024,Clothes,15.47,5,Cash
ORD10077,CUST1077,James Khan,james.khan@example.com,1999-02-12,03-Feb-2024,Beauty ,52.61,1,Debit Card
ORD10044,CUST1044,Sara Patel,,25/02/1955,28-Dec-2024,home kitchen,40.97,3,UPI
ORD10281,CUST1281,Anna Kumar,anna.kumar@example.com,,21/12/2024,books,53.41,5,Cash
ORD10453,CUST1103,Nina Kim,nina.kim@example.com,05-18-1998,03/12/2024,Clothing,20.43,4,Debit Card
ORD10004,CUST1004,Emma Silva,emma.silva@example.com,1985-03-13,20/03/2024,Home & Kitchen,95.69,3,PayPal
ORD10473,CUST1123,Fatima Wang,fatima.wang@example.com,30/12/1963,16/08/2024,Sports,5.0,3,UPI
ORD10050,CUST1050,Olga Wilson,,1968-03-28,23/07/2024,Books,5.0,2,Debit Card
