TransactionID,CustomerID,CustomerName,DateOfBirth,Gender,Country,ProductCategory,PurchaseDate,Quantity,UnitPrice,TotalAmount,PaymentMethod,CustomerFeedback,FeedbackSentiment,CustomerAge,AgeGroup
TXN10668,CUST1668,Grace Fernandes,1960-11-25,Female,United States,Sports,2024-01-27,4,203.83,815.32,Cash on Delivery,Bad experience,Negative,64,60+
TXN10017,CUST1017,Sara Lee,1993-09-02,Female,India,Beauty,2025-03-18,1,35.0,35.0,Credit Card,Bad experience,Negative,31,25-34
TXN10695,CUST1695,Carlos Kim,1981-02-11,Male,United Kingdom,Electronics,2024-07-07,1,90.05,90.05,Cash on Delivery,No feedback provided,No Feedback,43,35-44
TXN10816,CUST1816,Olivia Singh,1961-12-04,Female,India,Books,2024-11-24,4,86.59,346.36,Cash on Delivery,Good,Positive,63,60+
TXN10905,CUST1905,Zara Kumar,,Unknown,Germany,Books,2025-02-11,1,450.4,450.4,Cash on Delivery,Highly recommend to everyone,Positive,43,35-44
TXN10841,CUST1841,Rahul Lee,1972-07-18,Male,India,Toys,2025-04-12,4,454.46,1817.84,Cash on Delivery,"Great product, fast delivery!!",Positive,52,45-59
TXN10453,CUST1453,Noah Wilson,1992-02-14,Female,Canada,Clothing,2024-11-09,1,287.83,287.83,PayPal,"Excellent service, will buy again",Positive,32,25-34
TXN10178,CUST1178,Priya Rao,1991-09-06,Unknown,United States,Toys,2024-11-24,3,496.46,1489.38,Cash on Delivery,worst purchase ever,Negative,33,25-34
TXN10137,CUST1137,Noah Lee,1962-03-08,Unknown,India,Home & Kitchen,2024-08-16,4,87.49,349.96,PayPal,not happy with quality,Negative,62,60+
TXN10081,CUST1081,Yusuf Patel,1970-04-02,Male,United Kingdom,Toys,2024-07-14,2,251.35,502.7,UPI,packaging could be better,Neutral,54,45-59
TXN10127,CUST1127,Rahul Khan,1988-08-20,Male,India,Electronics,2025-03-05,2,73.11,146.22,PayPal,Item damaged on arrival :(,Negative,36,35-44
TXN10119,CUST1119,Liam Singh,1968-06-28,Male,United Kingdom,Books,2024-03-13,3,484.01,1452.03,Cash on Delivery,Item damaged on arrival :(,Negative,56,45-59
TXN10670,CUST1670,David Johnson,1972-04-08,Male,United States,Sports,2024-12-31,5,395.76,1978.8,Debit Card,No feedback provided,No Feedback,52,45-59
TXN10506,CUST1506,Grace Patel,1960-09-26,Male,United Kingdom,Sports,2025-02-13,2,36.24,72.48,Cash on Delivery,No feedback provided,No Feedback,64,60+
TXN10902,CUST1902,David Khan,1970-08-27,Unknown,Canada,Books,2024-10-15,4,359.02,1436.08,UPI,average product,Neutral,54,45-59
TXN10823,CUST1823,Carlos Singh,1961-09-23,Male,Canada,Beauty,2024-02-19,2,384.33,768.66,Credit Card,No feedback provided,No Feedback,63,60+
TXN10358,CUST1358,Carlos Garcia,1971-10-08,Male,United Kingdom,Books,2025-02-22,2,210.23,420.46,Credit Card,5 stars,Positive,53,45-59
TXN10096,CUST1096,Ken Nguyen,2001-01-16,Male,United Kingdom,Sports,2024-04-23,1,364.99,364.99,PayPal,average product,Neutral,23,18-24
TXN10304,CUST1304,John Johnson,2002-08-22,Male,Canada,Electronics,2024-11-16,2,348.29,696.58,Debit Card,Delivery was late,Negative,22,18-24
TXN10193,CUST1193,Priya Khan,1959-05-09,Female,United States,Toys,2024-11-18,1,693.3787500000001,693.38,Cash on Delivery,not happy with quality,Negative,65,60+
TXN10597,CUST1597,Liam Nguyen,1993-08-02,Male,United Kingdom,Toys,2025-01-24,5,159.94,799.7,Cash on Delivery,5 stars,Positive,31,25-34
TXN10864,CUST1864,Sara Nguyen,1964-03-20,Female,United States,Toys,2024-01-06,1,496.8,496.8,Cash on Delivery,Bad experience,Negative,60,60+
TXN10109,CUST1109,Rahul Chen,1975-08-24,Male,Germany,Books,2025-02-16,1,201.55,201.55,Cash on Delivery,"Great product, fast delivery!!",Positive,49,45-59
TXN10305,CUST1305,Rahul Wilson,1982-06-18,Male,Germany,Electronics,2024-06-01,4,365.28,1461.12,Cash on Delivery,Highly recommend to everyone,Positive,42,35-44
TXN10868,CUST1868,Amit Silva,1981-07-30,Male,United Kingdom,Toys,2025-03-22,2,349.01,698.02,PayPal,not happy with quality,Negative,43,35-44
TXN10489,CUST1489,Carlos Reddy,1985-12-16,Female,India,Toys,2025-02-23,1,87.96,87.96,UPI,5 stars,Positive,39,35-44
TXN10749,CUST1749,Yusuf Lee,1968-03-29,Female,Canada,Toys,2024-03-27,1,181.01,181.01,Credit Card,Delivery was late,Negative,56,45-59
TXN10125,CUST1125,Liam Sharma,1998-02-11,Male,United States,Books,2025-03-09,1,146.11,146.11,UPI,packaging could be better,Neutral,26,25-34
TXN10382,CUST1382,Sara Wilson,1996-04-10,Female,United States,Electronics,2024-12-11,4,292.6,1170.4,UPI,value for money,Positive,28,25-34
TXN10469,CUST1469,Amit Das,1963-09-23,Male,Canada,Books,2024-12-29,4,119.69,478.76,UPI,No feedback provided,No Feedback,61,60+
TXN10042,CUST1042,Liam Kim,,Female,Canada,Clothing,2024-05-20,1,358.2,358.2,Cash on Delivery,No feedback provided,No Feedback,43,35-44
TXN10271,CUST1271,Yusuf Ali,1957-11-27,Male,India,Toys,2025-05-10,2,321.63,643.26,PayPal,Item damaged on arrival :(,Negative,67,60+
TXN10006,CUST1006,Grace Patel,2002-12-02,Female,United Kingdom,Beauty,2024-05-18,2,343.88,687.76,Credit Card,Bad experience,Negative,22,18-24
TXN10065,CUST1065,Olivia Kim,1968-05-14,Unknown,United States,Electronics,2024-01-31,3,299.55,898.65,UPI,packaging could be better,Neutral,56,45-59
TXN10914,CUST1914,Noah Sharma,1976-02-20,Male,Germany,Sports,2025-04-08,1,176.19,176.19,Cash on Delivery,"Excellent service, will buy again",Positive,48,45-59
TXN10046,CUST1046,Ken Garcia,2002-12-02,Female,United Kingdom,Sports,2024-12-05,1,323.16,323.16,PayPal,value for money,Positive,22,18-24
TXN10954,CUST1954,Liam Kumar,1968-08-02,Unknown,United States,Books,2024-09-11,2,103.29,206.58,PayPal,Good,Positive,56,45-59
TXN10315,CUST1315,Ken Silva,1989-08-09,Unknown,Unknown,Books,2025-03-29,1,70.59,70.59,Debit Card,Delivery was late,Negative,35,35-44
TXN10525,CUST1525,Carlos Garcia,1985-01-17,Male,United States,Books,2024-09-01,2,236.70499999999998,473.41,Cash on Delivery,No feedback provided,No Feedback,39,35-44
TXN10004,CUST1004,Ken Chen,1966-03-14,Male,United Kingdom,Home & Kitchen,2025-02-28,3,290.79,872.37,Credit Card,Bad experience,Negative,58,45-59
TXN10351,CUST1351,Wei Chen,1972-08-15,Female,Canada,Electronics,2025-01-07,1,425.55,425.55,Cash on Delivery,Good,Positive,52,45-59
TXN10507,CUST1507,Noah Lee,2003-12-22,Male,Germany,Toys,2024-04-19,5,90.86,454.3,UPI,Item damaged on arrival :(,Negative,21,18-24
TXN10515,CUST1515,Sara Johnson,1975-06-08,Female,Canada,Beauty,2025-03-21,4,446.23,1784.92,PayPal,not happy with quality,Negative,49,45-59
TXN10967,CUST1967,Sara Silva,1997-04-16,Male,India,Electronics,2024-04-23,5,142.89,714.45,PayPal,No feedback provided,No Feedback,27,25-34
TXN10886,CUST1886,Fatima Rao,1998-09-04,Male,Germany,Home & Kitchen,2024-01-08,1,112.58,112.58,Credit Card,not happy with quality,Negative,26,25-34
TXN10294,CUST1294,Liam Singh,1982-05-28,Female,India,Toys,2024-06-27,3,113.01,339.03,PayPal,worst purchase ever,Negative,42,35-44
TXN10196,CUST1196,Rahul Khan,1988-06-20,Female,United Kingdom,Clothing,2024-12-22,3,343.6,1030.8,Credit Card,"Excellent service, will buy again",Positive,36,35-44
TXN10640,CUST1640,Fatima Chen,1988-02-19,Male,Germany,Beauty,2024-02-26,3,288.02,864.06,Debit Card,Delivery was late,Negative,36,35-44
TXN10529,CUST1529,Sofia Chen,1966-11-05,Male,India,Beauty,2025-01-12,3,98.59,295.77,UPI,No feedback provided,No Feedback,58,45-59
TXN10797,CUST1797,Ken Patel,1970-10-19,Male,United Kingdom,Books,2024-04-02,1,158.53,158.53,Cash on Delivery,Good,Positive,54,45-59
TXN10601,CUST1601,David Reddy,1971-03-14,Male,United States,Toys,2024-09-12,3,17.85,53.55,Credit Card,worst purchase ever,Negative,53,45-59
TXN10340,CUST1340,David Khan,1963-08-11,Unknown,United Kingdom,Sports,2024-01-04,2,336.82,673.64,Cash on Delivery,Delivery was late,Negative,61,60+
TXN10878,CUST1878,Ken Garcia,1956-02-22,Female,India,Electronics,2024-03-31,1,89.51,89.51,Credit Card,No feedback provided,No Feedback,68,60+
TXN10334,CUST1334,Fatima Wilson,1965-09-15,Male,India,Home & Kitchen,2024-10-11,2,84.66,169.32,Credit Card,No feedback provided,No Feedback,59,45-59
TXN10955,CUST1955,John Fernandes,1961-01-13,Male,United Kingdom,Clothing,2024-12-29,1,211.99,211.99,Cash on Delivery,Bad experience,Negative,63,60+
TXN10350,CUST1350,Wei Johnson,1998-01-22,Female,India,Toys,2024-06-05,5,58.87,294.35,Credit Card,Loved it!,Positive,26,25-34
TXN10761,CUST1761,Wei Johnson,1993-11-26,Male,United Kingdom,Clothing,2024-02-09,1,268.08,268.08,Cash on Delivery,"Excellent service, will buy again",Positive,31,25-34
TXN10250,CUST1250,Ananya Reddy,1982-04-07,Female,United Kingdom,Home & Kitchen,2024-10-29,2,367.57,735.14,UPI,Item damaged on arrival :(,Negative,42,35-44
TXN10731,CUST1731,Zara Lee,,Male,Germany,Electronics,2024-12-06,1,52.94,52.94,Credit Card,worst purchase ever,Negative,43,35-44
TXN10772,CUST1772,Zara Rao,1978-10-02,Male,Canada,Books,2024-10-18,2,461.91,923.82,PayPal,not happy with quality,Negative,46,45-59
TXN10165,CUST1165,Ken Silva,1997-12-24,Female,Germany,Sports,2024-05-18,3,72.95,218.85,UPI,Bad experience,Negative,27,25-34
TXN10812,CUST1812,Wei Nguyen,1967-09-04,Unknown,United States,Electronics,2024-10-18,2,383.88,767.76,Debit Card,No feedback provided,No Feedback,57,45-59
TXN10372,CUST1372,Carlos Sharma,2000-10-20,Unknown,United States,Sports,2024-03-27,3,693.3787500000001,2080.14,UPI,worst purchase ever,Negative,24,18-24
TXN10575,CUST1575,Liam Chen,1993-11-29,Female,Canada,Electronics,2024-09-24,3,233.93,701.79,UPI,Highly recommend to everyone,Positive,31,25-34
TXN10870,CUST1870,Noah Rao,1995-09-25,Unknown,United Kingdom,Electronics,2025-04-13,2,458.77,917.54,PayPal,No feedback provided,No Feedback,29,25-34
TXN10079,CUST1079,Zara Chen,1958-03-22,Male,United States,Books,2024-12-16,2,374.65,749.3,Credit Card,Delivery was late,Negative,66,60+
TXN10110,CUST1110,Ken Khan,1983-02-01,Female,United Kingdom,Beauty,2024-12-29,3,62.01,186.03,Cash on Delivery,value for money,Positive,41,35-44
TXN10202,CUST1202,Grace Rao,1977-02-09,Male,India,Clothing,2024-07-13,4,161.76,647.04,Credit Card,average product,Neutral,47,45-59
TXN10451,CUST1451,Sofia Patel,1969-06-22,Male,Canada,Books,2024-12-24,5,394.72,1973.6,PayPal,No feedback provided,No Feedback,55,45-59
TXN10112,CUST1112,Emma Johnson,1970-01-31,Male,Canada,Electronics,2024-09-28,2,453.43,906.86,Debit Card,Bad experience,Negative,54,45-59
TXN10144,CUST1144,Ken Chen,1966-08-23,Male,United States,Home & Kitchen,2024-07-22,5,208.34,1041.7,Credit Card,Item damaged on arrival :(,Negative,58,45-59
TXN10802,CUST1802,Sara Wilson,1992-04-04,Male,United States,Electronics,2024-04-26,4,77.95,311.8,UPI,worst purchase ever,Negative,32,25-34
TXN10207,CUST1207,Ananya Smith,1990-07-02,Unknown,United Kingdom,Beauty,2025-02-15,4,170.69,682.76,Debit Card,No feedback provided,No Feedback,34,25-34
TXN10289,CUST1289,Ken Brown,1991-07-13,Unknown,United Kingdom,Toys,2024-07-10,5,396.79,1983.95,PayPal,worst purchase ever,Negative,33,25-34
TXN10808,CUST1808,Sofia Chen,1999-08-07,Male,United Kingdom,Sports,2024-10-01,4,46.39,185.56,PayPal,Bad experience,Negative,25,25-34
TXN10363,CUST1363,Sofia Garcia,1963-08-22,Female,United Kingdom,Sports,2024-01-20,5,377.43,1887.15,Debit Card,ok,Neutral,61,60+
TXN10647,CUST1647,Yusuf Sharma,1999-02-03,Male,India,Clothing,2024-07-31,5,162.1,810.5,Credit Card,Delivery was late,Negative,25,25-34
TXN10103,CUST1103,Wei Kumar,1975-02-13,Male,Germany,Sports,2024-07-07,3,289.18,867.54,PayPal,ok,Neutral,49,45-59
TXN10801,CUST1801,Noah Kumar,1968-11-11,Male,United Kingdom,Books,2024-05-16,1,15.5,15.5,PayPal,average product,Neutral,56,45-59
TXN10047,CUST1047,Priya Silva,1989-01-04,Female,United Kingdom,Home & Kitchen,2024-06-21,3,377.24,1131.72,UPI,"Excellent service, will buy again",Positive,35,35-44
TXN10005,CUST1005,Ananya Khan,1975-11-20,Female,India,Beauty,2024-11-21,2,188.24,376.48,UPI,"Excellent service, will buy again",Positive,49,45-59
TXN10553,CUST1553,Grace Brown,1972-12-11,Female,India,Electronics,2024-02-16,3,474.65,1423.95,Debit Card,No feedback provided,No Feedback,52,45-59
TXN10401,CUST1401,Priya Johnson,1962-03-13,Male,India,Toys,2024-07-19,5,237.72,1188.6,UPI,worst purchase ever,Negative,62,60+
TXN10784,CUST1784,Noah Sharma,1971-04-22,Male,United States,Books,2025-01-16,2,146.23,292.46,Credit Card,Highly recommend to everyone,Positive,53,45-59
TXN10467,CUST1467,Olivia Das,1959-07-21,Male,United Kingdom,Books,2024-01-26,4,31.63,126.52,Debit Card,packaging could be better,Neutral,65,60+
TXN10702,CUST1702,Amit Das,1989-03-12,Female,India,Toys,2024-04-09,1,10.31,10.31,Debit Card,No feedback provided,No Feedback,35,35-44
TXN10785,CUST1785,Fatima Silva,1999-01-28,Male,India,Electronics,2024-02-19,5,386.38,1931.9,Cash on Delivery,No feedback provided,No Feedback,25,25-34
TXN10839,CUST1839,Sofia Ali,1980-07-27,Female,India,Books,2024-11-13,1,403.94,403.94,Credit Card,Highly recommend to everyone,Positive,44,35-44
TXN10587,CUST1587,Ken Garcia,1955-04-11,Female,Canada,Home & Kitchen,2024-06-09,1,241.04500000000002,241.04,Debit Card,No feedback provided,No Feedback,69,60+
TXN10952,CUST1952,Emma Khan,1984-05-06,Male,India,Home & Kitchen,2024-08-20,1,354.87,354.87,Credit Card,Highly recommend to everyone,Positive,40,35-44
TXN10758,CUST1758,Emma Sharma,1971-11-15,Male,Germany,Toys,2024-04-20,5,278.27,1391.35,UPI,Item damaged on arrival :(,Negative,53,45-59
TXN10725,CUST1725,Emma Singh,1969-06-25,Male,Germany,Electronics,2024-11-25,4,354.5,1418.0,Credit Card,No feedback provided,No Feedback,55,45-59
TXN10900,CUST1900,Sofia Garcia,1957-07-05,Unknown,United States,Sports,2024-07-18,5,154.87,774.35,PayPal,not happy with quality,Negative,67,60+
TXN10215,CUST1215,Zara Nguyen,1997-09-19,Female,Canada,Books,2024-08-19,1,153.63,153.63,Credit Card,"Great product, fast delivery!!",Positive,27,25-34
TXN10138,CUST1138,Mia Singh,1994-01-08,Female,Germany,Electronics,2024-02-08,3,258.98,776.94,Debit Card,"Great product, fast delivery!!",Positive,30,25-34
TXN10874,CUST1874,Sofia Brown,1981-05-17,Female,United States,Sports,2024-05-21,5,249.34,1246.7,Credit Card,Bad experience,Negative,43,35-44
TXN10387,CUST1387,Sara Das,1985-01-09,Male,India,Sports,2024-10-12,3,14.82,44.46,UPI,ok,Neutral,39,35-44
TXN10480,CUST1480,Amit Garcia,1992-04-22,Unknown,Canada,Sports,2025-04-21,5,94.0,470.0,PayPal,packaging could be better,Neutral,32,25-34
TXN10135,CUST1135,Mia Sharma,1984-10-11,Male,Germany,Home & Kitchen,2024-08-11,4,447.85,1791.4,Debit Card,5 stars,Positive,40,35-44
TXN10611,CUST1611,Priya Khan,1992-05-05,Male,United Kingdom,Books,2024-08-20,5,404.88,2024.4,Debit Card,No feedback provided,No Feedback,32,25-34
TXN10528,CUST1528,Fatima Rao,1961-11-26,Unknown,India,Electronics,2024-12-22,4,238.89,955.56,Credit Card,average product,Neutral,63,60+
TXN10819,CUST1819,Priya Sharma,,Male,United States,Home & Kitchen,2025-01-19,4,252.61,1010.44,Cash on Delivery,No feedback provided,No Feedback,43,35-44
TXN10147,CUST1147,Liam Brown,2004-06-01,Female,Canada,Home & Kitchen,2024-11-10,1,253.77,253.77,Debit Card,value for money,Positive,20,18-24
TXN10291,CUST1291,Liam Nguyen,1996-08-24,Female,Canada,Electronics,2024-12-14,2,189.37,378.74,Debit Card,5 stars,Positive,28,25-34
TXN10527,CUST1527,Olivia Rao,1995-07-20,Male,Germany,Books,2025-04-29,2,446.49,892.98,Credit Card,worst purchase ever,Negative,29,25-34
TXN10238,CUST1238,Ananya Brown,2001-06-13,Male,United States,Books,2024-07-19,1,392.98,392.98,UPI,5 stars,Positive,23,18-24
TXN10534,CUST1534,Ananya Lee,1957-03-27,Female,Germany,Clothing,2025-04-30,3,82.25,246.75,PayPal,No feedback provided,No Feedback,67,60+
TXN10720,CUST1720,Rahul Fernandes,1962-06-20,Male,United Kingdom,Clothing,2024-10-10,3,193.32,579.96,UPI,worst purchase ever,Negative,62,60+
TXN10386,CUST1386,Noah Kumar,,Male,Germany,Sports,2024-01-25,1,346.82,346.82,UPI,5 stars,Positive,43,35-44
TXN10408,CUST1408,Carlos Reddy,1971-09-29,Male,India,Books,2024-08-27,5,457.66,2288.3,Credit Card,No feedback provided,No Feedback,53,45-59
TXN10666,CUST1666,Emma Lee,1997-06-27,Male,Germany,Electronics,2025-02-24,5,398.09,1990.45,PayPal,Delivery was late,Negative,27,25-34
TXN10800,CUST1800,John Lee,2003-08-29,Unknown,Canada,Electronics,2024-04-13,4,381.04,1524.16,Debit Card,average product,Neutral,21,18-24
TXN10106,CUST1106,Priya Garcia,1969-02-14,Male,Canada,Electronics,2024-05-19,4,238.89,955.56,UPI,Good,Positive,55,45-59
TXN10164,CUST1164,Sara Reddy,2003-09-25,Female,Germany,Home & Kitchen,2025-05-03,3,25.82,77.46,Credit Card,No feedback provided,No Feedback,21,18-24
TXN10543,CUST1543,Ananya Fernandes,1971-02-03,Female,Canada,Clothing,2024-01-15,3,249.06,747.18,Cash on Delivery,5 stars,Positive,53,45-59
TXN10869,CUST1869,Carlos Smith,1974-05-23,Unknown,India,Clothing,2024-09-06,3,108.29,324.87,PayPal,No feedback provided,No Feedback,50,45-59
TXN10128,CUST1128,Zara Das,1955-06-22,Male,India,Clothing,2025-03-03,5,470.41,2352.05,Cash on Delivery,Delivery was late,Negative,69,60+
TXN10884,CUST1884,Mia Johnson,1990-01-30,Unknown,India,Home & Kitchen,2024-04-07,5,262.44,1312.2,Credit Card,Highly recommend to everyone,Positive,34,25-34
TXN10972,CUST1972,Carlos Chen,1998-11-05,Female,India,Books,2024-04-30,4,236.70499999999998,946.82,Credit Card,Delivery was late,Negative,26,25-34
TXN10513,CUST1513,Mia Rao,1973-10-20,Male,India,Sports,2025-02-16,1,56.69,56.69,PayPal,value for money,Positive,51,45-59
TXN10355,CUST1355,David Nguyen,,Female,United States,Electronics,2024-11-28,1,353.35,353.35,UPI,Loved it!,Positive,43,35-44
TXN10369,CUST1369,Sara Kim,1995-01-25,Male,United States,Sports,2024-07-24,5,308.94,1544.7,Credit Card,No feedback provided,No Feedback,29,25-34
TXN10915,CUST1915,Olivia Kumar,1966-08-13,Female,United States,Electronics,2024-01-19,5,116.5,582.5,PayPal,average product,Neutral,58,45-59
TXN10641,CUST1641,Mia Rao,1988-08-05,Male,United Kingdom,Electronics,2025-02-09,2,392.98,785.96,UPI,average product,Neutral,36,35-44
TXN10032,CUST1032,Emma Kim,1957-02-14,Female,India,Home & Kitchen,2025-03-18,3,178.82,536.46,PayPal,No feedback provided,No Feedback,67,60+
TXN10549,CUST1549,Sara Fernandes,,Male,Germany,Clothing,2025-04-17,4,177.36,709.44,Debit Card,packaging could be better,Neutral,43,35-44
TXN10544,CUST1544,Yusuf Fernandes,1978-02-20,Female,Germany,Electronics,2024-07-10,5,13.68,68.4,Credit Card,Item damaged on arrival :(,Negative,46,45-59
TXN10636,CUST1636,Yusuf Garcia,1988-11-18,Female,United States,Electronics,2024-06-16,5,100.31,501.55,PayPal,Delivery was late,Negative,36,35-44
TXN10113,CUST1113,Sara Garcia,1977-12-18,Female,United Kingdom,Clothing,2025-01-24,2,475.89,951.78,PayPal,packaging could be better,Neutral,47,45-59
TXN10778,CUST1778,Rahul Wilson,1989-11-19,Male,United States,Toys,2024-01-11,2,175.34,350.68,UPI,not happy with quality,Negative,35,35-44
TXN10133,CUST1133,Olivia Johnson,1970-09-16,Female,United Kingdom,Books,2024-04-03,1,359.44,359.44,Credit Card,average product,Neutral,54,45-59
TXN10992,CUST1992,Liam Chen,1986-06-18,Male,United Kingdom,Sports,2025-03-04,5,465.49,2327.45,Credit Card,value for money,Positive,38,35-44
TXN10371,CUST1371,Rahul Singh,2001-09-28,Unknown,United Kingdom,Electronics,2025-04-29,4,222.29,889.16,PayPal,average product,Neutral,23,18-24
TXN10734,CUST1734,Grace Lee,2002-08-09,Female,Germany,Toys,2024-05-07,4,311.08,1244.32,PayPal,No feedback provided,No Feedback,22,18-24
TXN10551,CUST1551,Wei Brown,1966-09-06,Female,Canada,Toys,2025-02-05,1,14.31,14.31,Cash on Delivery,not happy with quality,Negative,58,45-59
TXN10975,CUST1975,Liam Wilson,1983-12-03,Male,United Kingdom,Books,2024-03-25,3,264.01,792.03,Cash on Delivery,No feedback provided,No Feedback,41,35-44
TXN10774,CUST1774,Mia Smith,1964-02-03,Female,United States,Electronics,2024-09-27,2,208.31,416.62,Credit Card,Item damaged on arrival :(,Negative,60,60+
TXN10262,CUST1262,Sofia Chen,1997-12-22,Male,India,Beauty,2024-03-11,2,323.11,646.22,UPI,ok,Neutral,27,25-34
TXN10295,CUST1295,Yusuf Lee,1955-08-29,Female,Germany,Toys,2024-07-10,5,306.48,1532.4,Credit Card,5 stars,Positive,69,60+
TXN10210,CUST1210,Ken Rao,1961-03-16,Female,United Kingdom,Clothing,2024-11-20,2,130.08,260.16,Cash on Delivery,No feedback provided,No Feedback,63,60+
TXN10448,CUST1448,John Singh,1977-09-15,Female,United Kingdom,Toys,2024-09-12,1,305.95,305.95,UPI,5 stars,Positive,47,45-59
TXN10667,CUST1667,Ken Reddy,1966-03-14,Male,United States,Beauty,2024-06-09,2,272.09000000000003,544.18,Credit Card,average product,Neutral,58,45-59
TXN10743,CUST1743,Grace Reddy,1974-12-06,Female,United States,Sports,2025-03-12,3,76.63,229.89,UPI,5 stars,Positive,50,45-59
TXN10627,CUST1627,Zara Johnson,1980-09-22,Unknown,United States,Home & Kitchen,2024-07-09,3,316.57,949.71,PayPal,Highly recommend to everyone,Positive,44,35-44
TXN10160,CUST1160,David Singh,1989-02-09,Unknown,Canada,Clothing,2024-01-17,1,99.44,99.44,Cash on Delivery,Item damaged on arrival :(,Negative,35,35-44
TXN10441,CUST1441,Sofia Ali,1958-10-02,Female,Germany,Beauty,2025-01-03,4,307.69,1230.76,PayPal,No feedback provided,No Feedback,66,60+
TXN10814,CUST1814,David Patel,1955-12-23,Unknown,India,Books,2025-04-30,5,357.15,1785.75,PayPal,average product,Neutral,69,60+
TXN10098,CUST1098,Grace Garcia,1960-11-22,Male,United Kingdom,Books,2024-10-26,3,236.70499999999998,710.12,UPI,No feedback provided,No Feedback,64,60+
TXN10991,CUST1991,David Garcia,,Female,United Kingdom,Electronics,2024-05-21,2,345.91,691.82,Credit Card,average product,Neutral,43,35-44
TXN10411,CUST1411,Sara Wilson,1960-12-24,Unknown,United States,Clothing,2025-03-23,2,57.99,115.98,Credit Card,worst purchase ever,Negative,64,60+
TXN10280,CUST1280,Fatima Das,1959-01-02,Female,United Kingdom,Home & Kitchen,2024-04-25,5,35.51,177.55,Credit Card,"Excellent service, will buy again",Positive,65,60+
TXN10677,CUST1677,Carlos Reddy,1987-04-16,Male,United States,Clothing,2024-05-25,2,443.26,886.52,Cash on Delivery,ok,Neutral,37,35-44
TXN10187,CUST1187,Liam Ali,1958-07-19,Female,Germany,Toys,2024-10-27,2,242.3,484.6,Cash on Delivery,average product,Neutral,66,60+
TXN10957,CUST1957,Zara Rao,1963-08-30,Male,Germany,Toys,2024-05-27,4,166.07,664.28,Credit Card,value for money,Positive,61,60+
TXN10407,CUST1407,Carlos Smith,1988-11-21,Female,United States,Home & Kitchen,2025-04-05,4,354.78,1419.12,PayPal,5 stars,Positive,36,35-44
TXN10644,CUST1644,Rahul Kim,1990-06-22,Male,United States,Books,2025-03-31,3,324.73,974.19,Credit Card,average product,Neutral,34,25-34
TXN10225,CUST1225,Sara Kim,1981-09-16,Female,India,Home & Kitchen,2025-03-17,4,433.32,1733.28,UPI,Good,Positive,43,35-44
TXN10015,CUST1015,Yusuf Chen,1975-08-24,Female,United States,Electronics,2024-12-28,2,38.36,76.72,Cash on Delivery,"Excellent service, will buy again",Positive,49,45-59
TXN10171,CUST1171,David Johnson,1962-10-13,Female,United States,Clothing,2024-03-12,3,693.3787500000001,2080.14,PayPal,Loved it!,Positive,62,60+
TXN10795,CUST1795,John Chen,1964-07-19,Female,India,Toys,2024-11-16,5,107.05,535.25,Cash on Delivery,Loved it!,Positive,60,60+
TXN10391,CUST1391,Fatima Ali,1964-03-29,Male,United Kingdom,Sports,2024-01-28,4,264.37,1057.48,Credit Card,Loved it!,Positive,60,60+
TXN10116,CUST1116,Rahul Das,2004-09-23,Female,Germany,Sports,2024-11-29,3,304.48,913.44,Credit Card,packaging could be better,Neutral,20,18-24
TXN10462,CUST1462,Priya Brown,1963-04-23,Male,United States,Toys,2024-09-04,2,99.15,198.3,PayPal,average product,Neutral,61,60+
TXN10645,CUST1645,Olivia Lee,1962-08-22,Male,United Kingdom,Sports,2025-01-22,5,263.27,1316.35,PayPal,"Great product, fast delivery!!",Positive,62,60+
TXN10450,CUST1450,Fatima Garcia,1959-12-10,Male,United States,Toys,2024-01-17,5,152.73,763.65,Credit Card,Delivery was late,Negative,65,60+
TXN10020,CUST1020,Rahul Smith,1990-01-10,Unknown,Germany,Beauty,2024-05-26,5,332.63,1663.15,UPI,average product,Neutral,34,25-34
TXN10108,CUST1108,Grace Sharma,1955-09-09,Male,United States,Toys,2024-03-11,3,693.3787500000001,2080.14,Debit Card,Item damaged on arrival :(,Negative,69,60+
TXN10649,CUST1649,Fatima Smith,1960-03-31,Female,United States,Home & Kitchen,2024-03-13,3,132.68,398.04,Credit Card,not happy with quality,Negative,64,60+
TXN10585,CUST1585,Noah Fernandes,1958-01-15,Unknown,United States,Toys,2025-02-03,4,369.79,1479.16,Cash on Delivery,Highly recommend to everyone,Positive,66,60+
TXN10237,CUST1237,Mia Fernandes,1983-03-20,Female,India,Books,2024-02-13,5,302.49,1512.45,UPI,"Great product, fast delivery!!",Positive,41,35-44
TXN10432,CUST1432,Priya Kim,2002-06-30,Male,United Kingdom,Beauty,2025-01-16,1,176.66,176.66,UPI,Bad experience,Negative,22,18-24
TXN10470,CUST1470,Rahul Patel,1984-08-20,Female,Unknown,Electronics,2024-02-03,1,178.96,178.96,Debit Card,average product,Neutral,40,35-44
TXN10688,CUST1688,Carlos Johnson,1972-08-22,Unknown,India,Books,2025-02-21,2,354.29,708.58,PayPal,Loved it!,Positive,52,45-59
TXN10234,CUST1234,David Das,1955-11-01,Female,Unknown,Toys,2024-03-02,2,241.46,482.92,Credit Card,Delivery was late,Negative,69,60+
TXN10230,CUST1230,Ken Nguyen,1960-09-06,Female,United States,Beauty,2025-02-26,4,137.93,551.72,Cash on Delivery,ok,Neutral,64,60+
